DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2007,70325,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2008,71184,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2009,70928,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2010,70572,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2011,71444,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2012,77405,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2013,73969,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2014,74224,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2015,73568,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2016,82892,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2017,82094,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2018,78488,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2019,77220,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2020,73543,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2021,75363,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2022,75189,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1975,3624,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1976,3482,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1977,3475,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1978,3463,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1979,3438,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1980,3495,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1981,3674,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1982,3616,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1983,3651,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1984,3582,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1985,3661,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1986,3615,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1987,3483,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1988,3433,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1989,3506,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1990,3620,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1991,3454,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1992,3595,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1993,3523,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1994,3497,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1995,3390,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1996,3346,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1997,3098,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1998,3053,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,1999,3056,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2000,2985,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2001,3376,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2002,3018,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2003,2982,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2004,3022,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2005,3230,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2006,3349,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2007,3393,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2008,3453,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2009,3392,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2010,3317,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2011,3405,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2012,3144,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2013,3035,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2014,3029,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2015,2932,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2016,3052,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2017,2843,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2018,2855,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2019,2973,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2020,2934,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2021,3114,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,6: Tasmania,A: Annual,2022,2778,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1975,1196,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1976,1392,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1977,1365,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1978,1413,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1979,1456,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1980,1340,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1981,1606,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1982,1456,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1983,1557,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1984,1629,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1985,1688,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1986,1711,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1987,1819,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1988,1803,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1989,1740,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1990,1798,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1991,1799,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1992,1913,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1993,1884,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1994,1818,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1995,1960,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1996,1861,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1997,1812,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1998,1913,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,1999,1823,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2000,1862,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2001,1997,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2002,1919,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2003,1988,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2004,1801,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2005,1890,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2006,1855,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2007,2020,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2008,2008,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2009,1991,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2010,2026,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2011,2039,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2012,2078,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2013,2025,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2014,2072,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2015,2109,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2016,2033,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2017,1981,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2018,2085,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2019,1884,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2020,1959,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2021,1923,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,7: Northern Territory,A: Annual,2022,1836,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1975,41769,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1976,40253,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1977,40096,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1978,39814,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1979,39858,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1980,41159,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1981,42280,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1982,43096,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1983,42706,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1984,39885,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1985,45058,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1986,43458,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1987,44035,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1988,43495,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1989,43948,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1990,46752,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1991,44942,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1992,47710,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1993,45906,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1994,45187,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1995,44884,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1996,44448,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1997,44647,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1998,43763,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,1999,44438,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2000,44705,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2001,43529,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2002,44369,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2003,44531,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2004,44339,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2005,46930,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2006,47780,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2007,49442,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2008,51205,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2009,50411,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2010,51943,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2011,50986,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2012,50641,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2013,51875,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2014,46689,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2015,51342,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2016,49220,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2017,49536,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2018,55216,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2019,50940,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2020,48933,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2021,52102,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,1: New South Wales,A: Annual,2022,50257,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1975,36328,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1976,35268,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1977,34976,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1978,34530,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1979,35220,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1980,35001,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1981,38935,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1982,40599,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1983,42085,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1984,40446,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1985,40437,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1986,40371,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1987,39365,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1988,40561,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1989,42071,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1990,44868,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1991,44160,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1992,46240,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1993,46778,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1994,46578,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1995,46484,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1996,47769,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1997,46965,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1998,47046,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,1999,46503,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2000,47278,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2001,47678,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2002,47771,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2003,48342,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2004,49940,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2005,51707,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2006,52695,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2007,61306,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2008,63168,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2009,66149,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2010,64523,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2011,63253,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2012,63837,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2013,63354,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2014,63066,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2015,61745,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2016,61841,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2017,61158,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2018,61931,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2019,61735,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2020,59490,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2021,64111,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,3: Queensland,A: Annual,2022,62094,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1975,10477,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1976,10673,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1977,10732,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1978,10696,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1979,10423,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1980,10542,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1981,11355,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1982,11401,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1983,11910,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1984,11152,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1985,11775,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1986,12448,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1987,12044,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1988,12874,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1989,12783,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1990,13082,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1991,12959,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1992,12879,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1993,12925,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1994,12867,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1995,12942,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1996,12813,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1997,12810,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1998,12655,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,1999,12686,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,2000,12763,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,2001,12329,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,5: Western Australia,A: Annual,2002,12102,NUM: Number,,
